,problem,solver,status,sanity_sat,task-clock:u,context-switches:u,cpu-migrations:u,page-faults:u,cycles:u,instructions:u,branches:u,branch-misses:u,slots:u,topdown-retiring:u,topdown-bad-spec:u,topdown-fe-bound:u,topdown-be-bound:u,elapsed,user,sys
170,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/2010.corecstrs.readable,z3,Success,unsupported,7.02,0,0,1855,10744031,13600403,2878351,60277,53720135,12943032,7150791,17050662,16872593,0.007848852,0.002488000,0.004985000
171,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1911.corecstrs.readable,z3alpha,Success,sat,48.89,0,0,5507,132485729,228306043,49915433,971154,633994260,206626346,143169209,198780536,102235561,0.056211991,0.034760000,0.014535000
172,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1885.corecstrs.readable,cvc5,Success,sat,3.41,0,0,572,7436364,9330615,1877268,56270,37181820,9068895,5103387,19713102,3382264,0.004336565,0.002874000,0.000959000
173,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1634.corecstrs.readable,cvc5,Success,sat,3.73,0,0,573,8116953,9473567,1903717,55785,40584765,9262462,5092990,22631561,3692004,0.004566287,0.004140000,0.000000000
174,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1596.corecstrs.readable,z3noodler,Success,sat,14.94,0,0,2728,35591441,71081433,15034873,141415,177957165,72434059,15344872,59397017,32080456,0.015552074,0.010202000,0.005106000
175,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1997.corecstrs.readable,z3noodler,Success,sat,15.44,0,0,2729,36622299,71386158,15081563,161351,183072695,72372759,17939946,60388343,33706730,0.016054001,0.012660000,0.003168000
176,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1551.corecstrs.readable,z3noodler,Success,sat,14.75,0,0,2731,35534755,71231959,15065649,142250,177574780,72273279,16705341,59274118,30615568,0.016059932,0.007605000,0.007622000
177,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1552.corecstrs.readable,cvc5,Success,sat,3.67,0,0,578,7761772,9971822,1997401,56650,38808860,9768514,5174514,20421927,3528659,0.004451873,0.000915000,0.002974000
178,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1596.corecstrs.readable,cvc5,Success,sat,3.82,0,0,574,8196446,9626185,1932144,55998,40900715,9334281,5293033,22807458,3560063,0.004726882,0.002555000,0.001706000
179,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1627.corecstrs.readable,z3noodler,Success,sat,15.41,0,0,2730,36668586,71005101,15017360,140772,182339155,72081417,16439259,60854562,34294091,0.016096935,0.009929000,0.005957000
180,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1568.corecstrs.readable,z3noodler,Success,sat,15.63,0,0,2729,36895177,71162372,15050335,140978,184361250,72081487,16607798,62307472,34682007,0.016340666,0.009041000,0.007042000
181,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1567.corecstrs.readable,cvc5,Success,sat,3.50,0,0,574,7624930,9800301,1964839,56689,38061730,9581115,5224159,20029432,3312124,0.004390816,0.001570000,0.002358000
182,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1907.corecstrs.readable,cvc5,Success,sat,3.39,0,0,571,7421215,9330473,1877236,56150,37106075,9049973,5238504,19672496,3229412,0.004233572,0.002836000,0.000945000
183,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1633.corecstrs.readable,cvc5,Success,sat,3.33,0,0,572,7446920,9473604,1903733,56003,37234580,9227096,5256646,19594370,3240360,0.004122093,0.002436000,0.001216000
184,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1596.corecstrs.readable,ostrich,Success,sat,2403.85,0,0,29527,7047909423,9485278293,1855936684,59125377,33724499075,6319589405,21487671035,8313757476,4909104265,0.971578221,2.170098000,0.274450000
185,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1628.corecstrs.readable,cvc5,Success,sat,3.90,0,0,573,8200605,9473739,1903753,57086,40943015,9183671,5298507,22991903,3564041,0.004810823,0.002193000,0.002195000
186,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1907.corecstrs.readable,ostrich,Success,sat,2908.96,0,0,29683,9025381694,10202005182,2033632884,60050247,39924115870,7312458933,21047009034,9352957194,9447146637,0.991996310,2.626933000,0.313382000
187,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1637.corecstrs.readable,z3alpha,Success,sat,48.40,0,0,5511,130455293,228512554,49976210,962240,652117645,207901053,143480101,199384043,117149563,0.056280051,0.034265000,0.014622000
188,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1634.corecstrs.readable,z3,Success,unsupported,7.55,0,0,1888,12265745,16570088,3473165,70716,61328725,15753264,8406761,19703178,17822543,0.008348475,0.004586000,0.003451000
189,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1626.corecstrs.readable,ostrich,Success,sat,2627.56,0,0,29187,7852723361,9639037075,1903942906,59232135,36674736630,6493572056,22013488411,8582025993,7065894754,0.988127107,2.337845000,0.324919000
190,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1557.corecstrs.readable,z3,Success,unsupported,7.94,0,0,1890,13123309,16905313,3545516,73163,65616525,16093560,8477662,22082443,19341862,0.009166775,0.004148000,0.004157000
191,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1573.corecstrs.readable,z3alpha,Success,sat,47.36,0,0,6022,125429414,228592658,50003247,952046,627044760,207396354,137160152,198775121,96579818,0.055122117,0.034494000,0.013324000
192,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1553.corecstrs.readable,z3alpha,Success,sat,47.50,0,0,6022,127082831,228579087,49979136,952986,635414135,206432710,140559053,196220308,104478935,0.064208795,0.035293000,0.012625000
193,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1555.corecstrs.readable,z3,Success,unsupported,7.84,0,0,1889,12760594,16905002,3545417,73768,63802970,16128747,8743991,20488424,18796769,0.008731595,0.006001000,0.002400000
194,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1634.corecstrs.readable,z3alpha,Success,sat,47.56,0,0,6019,128664467,228358394,49940766,956825,643278325,206297449,156463146,194971282,107835212,0.058329578,0.036170000,0.011802000
195,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1589.corecstrs.readable,z3,Success,unsupported,8.09,0,0,1891,13189294,16647619,3490379,71288,65946470,15913929,8265595,22197444,19953494,0.008938882,0.006130000,0.002450000
196,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1552.corecstrs.readable,ostrich,Success,sat,2445.79,0,0,30083,7398772845,10102196736,1964865827,60829295,35925367420,6804933578,21945344475,8379273438,5721111834,0.973003212,2.203395000,0.277139000
197,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1886.corecstrs.readable,z3alpha,Success,sat,48.41,0,0,6023,130197895,227059934,49697379,949109,641404175,205088547,139789171,199779873,109711756,0.056059358,0.036286000,0.012674000
198,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1568.corecstrs.readable,cvc5,Success,sat,3.88,0,0,574,8205654,9801501,1964977,56146,41028250,9524012,5148643,22878305,3570894,0.004791529,0.003245000,0.001080000
199,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1589.corecstrs.readable,ostrich,Success,sat,2515.01,0,0,30207,7545084820,10015192671,1950199624,60177193,36043118435,6791901486,21818222183,8491767821,5947546003,0.996107829,2.226051000,0.323248000
200,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1908.corecstrs.readable,z3noodler,Success,sat,15.16,0,0,2218,36468356,70922965,14996284,140465,182341780,72081576,15727679,60855198,35002010,0.016381658,0.009711000,0.005827000
201,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1572.corecstrs.readable,cvc5,Success,sat,3.59,0,0,573,7620240,9800243,1964829,57332,38101200,9591011,5080160,20050164,3464935,0.004474795,0.002169000,0.001885000
202,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1997.corecstrs.readable,z3,Success,unsupported,7.55,0,0,1850,10849922,13598994,2877840,59682,54249590,12802760,7409280,17073781,17266113,0.008376782,0.002002000,0.006018000
203,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1551.corecstrs.readable,z3alpha,Success,sat,47.08,0,0,6021,127473383,228755680,50014719,961037,637366915,206034633,143642421,194675875,106215419,0.055234453,0.035571000,0.011861000
204,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/2009.corecstrs.readable,cvc5,Success,sat,3.18,0,0,556,6643946,8040055,1640143,50885,33219730,7844834,4689844,17615343,3154990,0.004012738,0.003535000,0.000000000
205,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/2007.corecstrs.readable,z3,Success,unsupported,7.47,0,0,1854,11432260,13599277,2877999,61405,57125870,13002867,7134551,19016590,18191914,0.009201473,0.002970000,0.004941000
206,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1884.corecstrs.readable,z3noodler,Success,sat,15.69,0,0,2725,36424407,70869231,14982648,140402,182121995,71984577,16419814,61500975,33526655,0.016316787,0.011350000,0.004737000
207,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1576.corecstrs.readable,z3noodler,Success,sat,15.19,0,0,2727,35900701,71070243,15026381,141445,179503445,72367354,16183124,59214209,33057554,0.015913161,0.007792000,0.007802000
208,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1550.corecstrs.readable,z3,Success,unsupported,8.39,0,0,1890,13247779,16904346,3545109,72439,66037515,16193451,8275543,22232800,19728884,0.009238995,0.002630000,0.006131000
209,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1572.corecstrs.readable,z3alpha,Success,sat,48.30,0,0,5512,130634655,228518870,49967700,967659,651082420,205784741,143896272,201689661,111923643,0.065284255,0.031522000,0.017230000
210,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1575.corecstrs.readable,z3,Success,unsupported,7.62,0,0,1889,12489617,16827943,3528377,72977,62448065,15956791,8287870,20575846,17947699,0.008561331,0.003587000,0.004486000
211,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1911.corecstrs.readable,ostrich,Success,sat,2655.06,0,0,30243,8031743187,10082321310,1978147411,60157671,36832922995,7055570089,20872152226,8902976057,6737331187,0.992861924,2.409046000,0.279652000
212,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1573.corecstrs.readable,z3noodler,Success,sat,15.70,0,0,2728,36789860,71160758,15049910,141288,183949280,71993628,16584160,62116356,34583138,0.016322853,0.007530000,0.008622000
213,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1567.corecstrs.readable,ostrich,Success,sat,2560.57,0,0,30406,7723764579,10208726785,1985310126,61486240,35923021720,7120686655,21411956258,8705950629,5707234498,0.976694934,2.311548000,0.285895000
214,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1627.corecstrs.readable,ostrich,Success,sat,2904.02,0,0,30352,9081783491,10046876267,2000875145,60094304,38779597580,7224809972,20316206065,9450168830,9094695356,0.981336524,2.660926000,0.271813000
215,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1597.corecstrs.readable,z3noodler,Success,sat,14.74,0,0,2728,35326264,71074559,15031371,140939,176631260,71903291,16616285,58264309,31144980,0.015432070,0.009422000,0.005661000
216,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1636.corecstrs.readable,z3alpha,Success,sat,46.66,0,0,6020,126613565,228339055,49916808,958369,633022750,205499376,143126577,194362275,103212897,0.054057097,0.034053000,0.012796000
217,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1574.corecstrs.readable,z3noodler,Success,sat,15.02,0,0,2727,35695289,71160003,15049582,141248,178476425,71956447,16094344,59557068,32169044,0.015653945,0.010249000,0.005123000
218,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1911.corecstrs.readable,cvc5,Success,sat,3.78,0,0,571,8031124,9329308,1877109,55922,40155600,9164676,5196607,22392402,3495650,0.004659029,0.004189000,0.000000000
219,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1555.corecstrs.readable,cvc5,Success,sat,3.47,0,0,578,7646238,9971644,1997366,56365,38231190,9773190,5247418,19968174,3326363,0.004261259,0.000952000,0.002861000
220,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1596.corecstrs.readable,z3,Success,unsupported,7.52,0,0,1889,12327639,16647416,3490413,71355,61638195,15830872,8446939,19803290,17917267,0.008434861,0.002005000,0.006015000
221,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/2007.corecstrs.readable,cvc5,Success,sat,3.00,0,0,556,6470435,8040022,1640133,49991,32352175,7893536,4440494,17155138,2945556,0.003981742,0.001760000,0.001660000
222,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1635.corecstrs.readable,z3,Success,unsupported,7.65,0,0,1887,12244005,16568617,3472628,70932,61220005,15717950,8389034,19913716,17548200,0.008621423,0.004105000,0.004102000
223,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1589.corecstrs.readable,cvc5,Success,sat,3.22,0,0,573,7468765,9626357,1932180,55911,37343825,9400407,5125623,19651652,3249660,0.004121894,0.001847000,0.001851000
224,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1594.corecstrs.readable,cvc5,Success,sat,3.56,0,0,574,7589082,9626260,1932154,54976,37844710,9378184,5194371,20063749,3293348,0.004764201,0.003147000,0.000786000
225,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1594.corecstrs.readable,z3,Success,unsupported,8.06,0,0,1888,13094397,16646747,3490109,71023,65471985,15804397,8208511,21740351,20054503,0.008795369,0.003716000,0.004630000
226,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1576.corecstrs.readable,cvc5,Success,sat,3.48,0,0,573,7615881,9800273,1964828,56527,37995230,9564310,5215031,19994374,3306272,0.004252978,0.001893000,0.001873000
227,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1627.corecstrs.readable,cvc5,Success,sat,3.52,0,0,572,7573889,9473700,1903751,57209,37839480,9228772,5193654,20209641,3293166,0.004470329,0.000799000,0.003202000
228,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1576.corecstrs.readable,z3alpha,Success,sat,50.01,0,0,6026,132475771,228580305,49989133,959356,641170790,207477611,139284654,200445102,106852864,0.058571908,0.033859000,0.016514000
229,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1575.corecstrs.readable,ostrich,Success,sat,2730.45,0,0,30502,8436597418,10291585337,2020213815,61316918,37853255680,7117645002,21832460637,9048307605,7140152102,0.998700418,2.514449000,0.246215000
230,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1566.corecstrs.readable,z3noodler,Success,sat,15.54,0,0,2727,36340799,71063502,15022995,140562,181427250,72417189,16356621,61264565,32699368,0.016219805,0.009643000,0.006437000
231,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1626.corecstrs.readable,cvc5,Success,sat,3.21,0,0,573,7461992,9474900,1903889,55849,37309940,9246395,5267285,19634653,3247542,0.004403095,0.000905000,0.002712000
232,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1633.corecstrs.readable,z3noodler,Success,sat,15.10,0,0,2728,35516664,71001919,15016359,141101,177583320,72286076,16010919,58580424,32005852,0.015854275,0.008781000,0.006831000
233,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/2010.corecstrs.readable,z3noodler,Success,sat,15.60,0,0,2727,36645132,71389362,15082632,144493,183225640,72434585,17238076,61868815,33019666,0.016233959,0.007501000,0.008437000
234,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1552.corecstrs.readable,z3noodler,Success,sat,14.97,0,0,2733,35630026,71234930,15066610,141190,178150130,72446341,15352013,59509355,31464275,0.015615768,0.011229000,0.004079000
235,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1597.corecstrs.readable,cvc5,Success,sat,3.40,0,0,574,7514365,9627370,1932278,55749,37571805,9457966,5156914,19771796,3269670,0.004167546,0.003786000,0.000000000
236,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1594.corecstrs.readable,ostrich,Success,sat,2741.28,0,0,30068,8373603039,10343308678,2032753032,61184080,38542722215,7167167516,21753129194,9044816969,7693394343,0.994087534,2.463217000,0.308838000
237,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1574.corecstrs.readable,z3alpha,Success,sat,47.42,0,0,6029,125389207,228489042,49957243,953568,626864210,205155594,140656006,198700824,95407329,0.055315542,0.036551000,0.011743000
238,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1910.corecstrs.readable,z3,Success,unsupported,7.87,0,0,1887,12438636,16480646,3452482,71603,62193140,15729806,8036352,19989466,18806957,0.008673165,0.003520000,0.004691000
239,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/2010.corecstrs.readable,z3alpha,Success,sat,46.60,0,0,5479,125814762,224390879,49196376,939243,629026645,201123804,142168838,188510445,111137207,0.054038222,0.035046000,0.011716000
240,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1884.corecstrs.readable,ostrich,Success,sat,2725.53,0,0,30107,8290603317,10288794449,2020797009,61039197,38176915290,7222306726,21507890134,9073831481,7439175213,0.995649037,2.498582000,0.260441000
241,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1567.corecstrs.readable,z3noodler,Success,sat,15.06,0,0,2727,35457458,71165845,15052752,141640,177287270,72174479,15985758,58476147,31946239,0.015796358,0.011372000,0.004136000
242,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1634.corecstrs.readable,z3noodler,Success,sat,15.14,0,0,2730,36326558,70998629,15014184,139661,181589310,71790089,16372777,52776432,41969288,0.015916103,0.009329000,0.006220000
243,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1636.corecstrs.readable,cvc5,Success,sat,3.50,0,0,573,7602269,9473594,1903732,55626,37970015,9260572,5211570,19981517,3602295,0.004623576,0.003853000,0.000000000
244,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/small/1590.corecstrs.readable,z3alpha,Success,sat,47.89,0,0,5513,126199390,227094409,49681614,942753,630996950,205218625,141137270,198172102,101273494,0.055837680,0.036217000,0.012318000
245,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/823.corecstrs.readable,z3noodler,Success,sat,15.66,0,0,2739,37731741,73568353,15568869,152921,188478970,74535665,17734052,62927591,34723332,0.016528332,0.008992000,0.007003000
246,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/827.corecstrs.readable,ostrich,Success,sat,3206.81,0,0,31535,10174496462,11952571461,2381928853,67461863,45343368965,8512395402,25840917502,9982421416,10707905793,1.021238198,2.974131000,0.260379000
247,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/821.corecstrs.readable,z3noodler,Success,sat,15.90,0,0,2739,37961737,73565781,15568186,153202,188599310,74492954,17733554,64467038,33264034,0.016629726,0.010211000,0.006129000
248,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/826.corecstrs.readable,cvc5,Success,sat,4.17,0,0,612,9443199,13948001,2740252,60377,47215995,13516735,5925144,23515417,4258697,0.005762316,0.002748000,0.001832000
249,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/839.corecstrs.readable,ostrich,Success,sat,3428.63,0,0,32096,10486775193,11887850310,2381834299,67051381,46337839935,8474722518,25512538948,10143522710,11621503481,1.036417744,3.150852000,0.311657000
250,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/824.corecstrs.readable,ostrich,Success,sat,2825.71,0,0,31204,8612419012,11803608627,2304030115,68127990,41206694260,7846832417,25732288399,9216845488,6575871987,1.020391396,2.519592000,0.348011000
251,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/809.corecstrs.readable,ostrich,Success,sat,3067.60,0,0,32001,9628954296,12125570493,2389004746,69165267,43617319345,8593506892,25429150540,10219442604,8703963127,1.026112107,2.840688000,0.257133000
252,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/825.corecstrs.readable,ostrich,Success,sat,3060.08,0,0,31794,9425822076,11843980235,2324927235,68941686,41332165050,8251784159,25551156277,9480377144,7478469165,1.085109118,2.804575000,0.291339000
253,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/811.corecstrs.readable,z3,Success,unsupported,8.69,0,0,1909,15145426,19235867,4064445,84678,74434225,18209741,9886720,26283683,20494723,0.009537222,0.005712000,0.003428000
254,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/822.corecstrs.readable,z3alpha,Success,sat,47.89,0,0,6067,129311130,232680596,50869307,975595,645306635,210324673,144178476,200667545,102893767,0.054817612,0.033933000,0.014262000
255,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/824.corecstrs.readable,z3alpha,Success,sat,48.99,0,0,6065,132249143,232457608,50787169,973388,658200845,209862771,146107028,204476484,112892066,0.056392724,0.041393000,0.007939000
256,out/benchmarks/non-incremental/QF_SNIA/20180523-Reynolds/kaluza/sat/big/846.corecstrs.readable,z3alpha,Success,sat,49.59,0,0,6029,132960814,230089272,50323342,957000,664701040,207733988,140942311,202784369,125433175,0.057380721,0.036915000,0.012908000
